city,city_ascii,country,lat,lng
Xintai,Xintai,China,35.91,117.78
Doha,Doha,Qatar,25.3,51.5333
Hiroshima,Hiroshima,Japan,34.4,132.45
Meerut,Meerut,India,28.99,77.7
Yushu,Yushu,China,44.8249,126.5451
Rongcheng,Rongcheng,China,26.2312,104.0966
Huazhou,Huazhou,China,21.654,110.6294
Yangquan,Yangquan,China,37.8576,113.5762
Haicheng,Haicheng,China,40.8523,122.7474
Yingtan,Yingtan,China,28.2333,117
Huaiyin,Huaiyin,China,33.58,119.03
Wuzhong,Wuzhong,China,37.9874,106.1919
Barranquilla,Barranquilla,Colombia,10.9639,-74.7964
Jabalpur,Jabalpur,India,23.1667,79.9333
Thāne,Thane,India,19.18,72.9633
Zhangye,Zhangye,China,38.9355,100.4553
Rucheng,Rucheng,China,32.3852,120.5634
Nizhniy Novgorod,Nizhniy Novgorod,Russia,56.3269,44.0075
Comayagüela,Comayaguela,Honduras,14.0833,-87.2167
Shaoyang,Shaoyang,China,32.9387,119.8404
Dhanbād,Dhanbad,India,23.7928,86.435
Yichun,Yichun,China,47.7235,128.8893
Laiwu,Laiwu,China,36.1833,117.6667
Jingling,Jingling,China,30.6667,113.1667
Kazan,Kazan,Russia,55.7908,49.1144
Dayan,Dayan,China,26.8808,100.2208
Suwon,Suwon,"Korea, South",37.2858,127.01
Jiangyin,Jiangyin,China,31.9087,120.2653
Yongcheng,Yongcheng,China,33.9317,116.4459
Calgary,Calgary,Canada,51.05,-114.0667
Cần Thơ,Can Tho,Vietnam,10.0333,105.7833
Abuja,Abuja,Nigeria,9.0556,7.4914
Yiwu,Yiwu,China,29.3081,120.0698
Mandalay,Mandalay,Myanmar,21.9769,96.0869
Beidao,Beidao,China,34.6,105.92
Al Başrah,Al Basrah,Iraq,30.4889,47.81
Shuangshui,Shuangshui,China,26.5944,104.8333
Vila Velha,Vila Velha,Brazil,3.2167,-51.2167
Allahābād,Allahabad,India,25.455,81.84
Vārānasi,Varanasi,India,25.3189,83.0128
Chelyabinsk,Chelyabinsk,Russia,55.15,61.4
Mombasa,Mombasa,Kenya,-4.05,39.6667
Providence,Providence,United States,41.823,-71.4187
Qom,Qom,Iran,34.6461,50.8789
Maiduguri,Maiduguri,Nigeria,11.8333,13.15
Maputo,Maputo,Mozambique,-25.9153,32.5764
Rosario,Rosario,Argentina,-32.9575,-60.6394
Benin City,Benin City,Nigeria,6.3176,5.6145
Xinyu,Xinyu,China,27.795,114.9242
Pikine,Pikine,Senegal,14.75,-17.4
Ahvāz,Ahvaz,Iran,31.3203,48.6692
Dublin,Dublin,Ireland,53.3497,-6.2603
Jacksonville,Jacksonville,United States,30.3322,-81.6749
Medina,Medina,Saudi Arabia,24.4667,39.6
Srīnagar,Srinagar,India,34.0911,74.8061
Omsk,Omsk,Russia,54.9667,73.3833
Cilacap,Cilacap,Indonesia,-7.7167,109.017
Bandar Lampung,Bandar Lampung,Indonesia,-5.4294,105.2625
Samara,Samara,Russia,53.1833,50.1167
Guankou,Guankou,China,28.1417,113.625
Ulsan,Ulsan,"Korea, South",35.55,129.3167
Dingzhou,Dingzhou,China,38.5158,114.9845
Campinas,Campinas,Brazil,-22.9009,-47.0573
Lianyuan,Lianyuan,China,27.6961,111.6659
Rongcheng,Rongcheng,China,29.8239,112.9019
Kaiyuan,Kaiyuan,China,36.0656,113.8153
Nay Pyi Taw,Nay Pyi Taw,Myanmar,19.7475,96.115
Dakar,Dakar,Senegal,14.7319,-17.4572
Zhuji,Zhuji,China,29.7169,120.2314
Kigali,Kigali,Rwanda,-1.9536,30.0606
Zapopan,Zapopan,Mexico,20.7167,-103.4
Leiyang,Leiyang,China,26.4179,112.8457
Santiago,Santiago,Dominican Republic,19.45,-70.7
Dadukou,Dadukou,China,26.5849,101.7149
Xiantao,Xiantao,China,30.3833,113.4
Amritsar,Amritsar,India,31.6167,74.85
Callao,Callao,Peru,-12.0611,-77.1333
Alīgarh,Aligarh,India,27.88,78.08
Yingchuan,Yingchuan,China,34.1511,113.4733
Tegucigalpa,Tegucigalpa,Honduras,14.0942,-87.2067
Ciudad Nezahualcóyotl,Ciudad Nezahualcoyotl,Mexico,19.41,-99.03
Tripoli,Tripoli,Libya,32.8752,13.1875
Rostov,Rostov,Russia,47.2333,39.7167
Nezahualcóyotl,Nezahualcoyotl,Mexico,19.4,-98.9889
Bhiwandi,Bhiwandi,India,19.3,73.0667
Zhoushan,Zhoushan,China,30.0162,122.0988
Tbilisi,Tbilisi,Georgia,41.7225,44.7925
Ufa,Ufa,Russia,54.7333,55.9667
Fès,Fes,Morocco,34.0433,-5.0033
Sevilla,Sevilla,Spain,37.39,-5.99
Mexicali,Mexicali,Mexico,32.6633,-115.4678
Biên Hòa,Bien Hoa,Vietnam,10.9277,106.8681
Gwalior,Gwalior,India,26.215,78.1931
Ankang,Ankang,China,32.6877,109.0235
Ikare,Ikare,Nigeria,7.5304,5.76
Huambo,Huambo,Angola,-12.7667,15.7333
Hegang,Hegang,China,47.3139,130.2775
Salt Lake City,Salt Lake City,United States,40.7777,-111.9306
Bhilai,Bhilai,India,21.2167,81.4333
Yuyao,Yuyao,China,30.0372,121.1546
N’Djamena,N'Djamena,Chad,12.11,15.05
Hanchuan,Hanchuan,China,30.652,113.8274
Gongzhuling,Gongzhuling,China,43.5036,124.8088
Irbid,Irbid,Jordan,32.5556,35.85
Hāora,Haora,India,22.59,88.31
Cologne,Cologne,Germany,50.9422,6.9578
Krasnoyarsk,Krasnoyarsk,Russia,56.0167,92.8667
Yicheng,Yicheng,China,31.3697,119.8239
São Gonçalo,Sao Goncalo,Brazil,-22.8269,-43.0539
Nashville,Nashville,United States,36.1715,-86.7843
Yerevan,Yerevan,Armenia,40.1814,44.5144
Rānchi,Ranchi,India,23.3556,85.3347
Nur-Sultan,Nur-Sultan,Kazakhstan,51.1333,71.4333
Nouakchott,Nouakchott,Mauritania,18.0858,-15.9785
Vereeniging,Vereeniging,South Africa,-26.6736,27.9319
Richmond,Richmond,United States,37.5295,-77.4756
São Luís,Sao Luis,Brazil,-2.53,-44.3028
San Pedro Sula,San Pedro Sula,Honduras,15.5,-88.0333
Taixing,Taixing,China,32.1724,120.0142
Memphis,Memphis,United States,35.1046,-89.9773
Goyang,Goyang,"Korea, South",37.6564,126.835
Bezwāda,Bezwada,India,16.5167,80.6167
Edmonton,Edmonton,Canada,53.5344,-113.4903
Mizhou,Mizhou,China,35.99,119.3801
Tunis,Tunis,Tunisia,36.8008,10.18
Xishan,Xishan,China,27.6609,113.4946
Ezhou,Ezhou,China,30.3972,114.8842
Barquisimeto,Barquisimeto,Venezuela,10.0678,-69.3467
Sendai,Sendai,Japan,38.2683,140.8694
Voronezh,Voronezh,Russia,51.6717,39.2106
Perm,Perm,Russia,58.0139,56.2489
Changwon,Changwon,"Korea, South",35.2281,128.6811
Zhongwei,Zhongwei,China,37.5139,105.1884
Shouguang,Shouguang,China,36.8833,118.7333
Bogor,Bogor,Indonesia,-6.6,106.8
Raleigh,Raleigh,United States,35.8325,-78.6435
Cartagena,Cartagena,Colombia,10.4236,-75.5253
Chandīgarh,Chandigarh,India,30.7353,76.7911
Bishkek,Bishkek,Kyrgyzstan,42.8667,74.5667
Matola,Matola,Mozambique,-25.9667,32.4667
Ogbomoso,Ogbomoso,Nigeria,8.1333,4.25
Ashgabat,Ashgabat,Turkmenistan,37.95,58.3833
Maceió,Maceio,Brazil,-9.6658,-35.735
Niamey,Niamey,Niger,13.5086,2.1111
Managua,Managua,Nicaragua,12.15,-86.2667
Patam,Patam,Indonesia,1.0678,104.0167
Tekirdağ,Tekirdag,Turkey,40.9833,27.5167
Shubrā al Khaymah,Shubra al Khaymah,Egypt,30.1286,31.2422
Linhai,Linhai,China,28.8523,121.1409
Monrovia,Monrovia,Liberia,6.3106,-10.8047
Wafangdian,Wafangdian,China,39.6271,121.9972
Zhongxiang,Zhongxiang,China,31.169,112.5853
Odesa,Odesa,Ukraine,46.4775,30.7326
Shymkent,Shymkent,Kazakhstan,42.3,69.6
New Orleans,New Orleans,United States,30.0687,-89.9288
Thủ Đức,Thu Duc,Vietnam,10.8199,106.7909
Volgograd,Volgograd,Russia,48.7086,44.5147
Port-au-Prince,Port-au-Prince,Haiti,18.5425,-72.3386
Islamabad,Islamabad,Pakistan,33.6989,73.0369
Mysore,Mysore,India,12.3086,76.6531
Xinyi,Xinyi,China,22.3559,110.9369
Kathmandu,Kathmandu,Nepal,27.7167,85.3667
Raipur,Raipur,India,21.2379,81.6337
Nice,Nice,France,43.7034,7.2663
Arequipa,Arequipa,Peru,-16.3988,-71.5369
Port Harcourt,Port Harcourt,Nigeria,4.75,7
Louisville,Louisville,United States,38.1663,-85.6485
Zaoyang,Zaoyang,China,32.1287,112.7581
Shuizhai,Shuizhai,China,33.4433,114.8994
Dnipro,Dnipro,Ukraine,48.45,34.9833
Kota,Kota,India,25.18,75.83
Quetta,Quetta,Pakistan,30.192,67.007
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.4781,54.3686
Stockholm,Stockholm,Sweden,59.3294,18.0686
Ottawa,Ottawa,Canada,45.4247,-75.695
Asmara,Asmara,Eritrea,15.3333,38.9167
Freetown,Freetown,Sierra Leone,8.4833,-13.2331
Jerusalem,Jerusalem,Israel,31.7833,35.2167
Bangui,Bangui,Central African Republic,4.3732,18.5628
Panama City,Panama City,Panama,9,-79.5
Amsterdam,Amsterdam,Netherlands,52.3667,4.8833
Lomé,Lome,Togo,6.1319,1.2228
Libreville,Libreville,Gabon,0.3901,9.4544
Zagreb,Zagreb,Croatia,45.8,15.95
Dushanbe,Dushanbe,Tajikistan,38.5731,68.7864
Lilongwe,Lilongwe,Malawi,-13.9833,33.7833
Cotonou,Cotonou,Benin,6.4,2.52
Vientiane,Vientiane,Laos,17.9667,102.6
Colombo,Colombo,Sri Lanka,6.9167,79.8333
Pretoria,Pretoria,South Africa,-25.7464,28.1881
Winnipeg,Winnipeg,Canada,49.8844,-97.1464
Quebec City,Quebec City,Canada,46.8139,-71.2081
Oslo,Oslo,Norway,59.9111,10.7528
Athens,Athens,Greece,37.9842,23.7281
Bujumbura,Bujumbura,Burundi,-3.3825,29.3611
Helsinki,Helsinki,Finland,60.1756,24.9342
Skopje,Skopje,Macedonia,41.9833,21.4333
Chisinau,Chisinau,Moldova,47.0228,28.8353
Riga,Riga,Latvia,56.9475,24.1069
Copenhagen,Copenhagen,Denmark,55.6761,12.5689
Kingston,Kingston,Jamaica,17.9714,-76.7931
Rabat,Rabat,Morocco,34.0253,-6.8361
Vilnius,Vilnius,Lithuania,54.6833,25.2833
San Salvador,San Salvador,El Salvador,13.6989,-89.1914
Djibouti,Djibouti,Djibouti,11.595,43.1481
Lisbon,Lisbon,Portugal,38.7452,-9.1604
Kitchener,Kitchener,Canada,43.4186,-80.4728
Tallinn,Tallinn,Estonia,59.4372,24.745
Cape Town,Cape Town,South Africa,-33.925,18.425
Bratislava,Bratislava,Slovakia,48.1447,17.1128
Tirana,Tirana,Albania,41.33,19.82
Canberra,Canberra,Australia,-35.2931,149.1269
Wellington,Wellington,New Zealand,-41.2889,174.7772
Beirut,Beirut,Lebanon,33.8869,35.5131
Dodoma,Dodoma,Tanzania,-6.1835,35.746
Halifax,Halifax,Canada,44.6475,-63.5906
Bissau,Bissau,Guinea-Bissau,11.8592,-15.5956
Juba,Juba,South Sudan,4.85,31.6
Port Moresby,Port Moresby,Papua New Guinea,-9.4789,147.1494
Yamoussoukro,Yamoussoukro,Côte D’Ivoire,6.8161,-5.2742
Victoria,Victoria,Canada,48.4283,-123.3647
Maseru,Maseru,Lesotho,-29.31,27.48
Nicosia,Nicosia,Cyprus,35.1725,33.365
Windhoek,Windhoek,Namibia,-22.57,17.0836
Porto-Novo,Porto-Novo,Benin,6.4833,2.6167
Sucre,Sucre,Bolivia,-19.0431,-65.2592
San José,San Jose,Costa Rica,9.9333,-84.0833
Ljubljana,Ljubljana,Slovenia,46.05,14.5167
Sarajevo,Sarajevo,Bosnia And Herzegovina,43.8667,18.4167
Nassau,Nassau,"Bahamas, The",25.0667,-77.3333
Bloemfontein,Bloemfontein,South Africa,-29.1,26.2167
Fort-de-France,Fort-de-France,Martinique,14.6104,-61.08
Gaborone,Gaborone,Botswana,-24.6569,25.9086
Paramaribo,Paramaribo,Suriname,5.8667,-55.1667
Dili,Dili,Timor-Leste,-8.5586,125.5736
Pristina,Pristina,Kosovo,42.6667,21.1667
Georgetown,Georgetown,Guyana,6.7833,-58.1667
Malabo,Malabo,Equatorial Guinea,3.7521,8.7737
Gibraltar,Gibraltar,Gibraltar,36.1324,-5.3781
Saint-Denis,Saint-Denis,Reunion,-20.8789,55.4481
Male,Male,Maldives,4.175,73.5083
Podgorica,Podgorica,Montenegro,42.4397,19.2661
Manama,Manama,Bahrain,26.225,50.5775
Port Louis,Port Louis,Mauritius,-20.1667,57.5
Willemstad,Willemstad,Curaçao,12.108,-68.935
New Delhi,New Delhi,India,28.7,77.2
Bern,Bern,Switzerland,46.948,7.4474
Papeete,Papeete,French Polynesia,-17.5334,-149.5667
Reykjavík,Reykjavik,Iceland,64.1475,-21.935
Praia,Praia,Cabo Verde,14.9177,-23.5092
Luxembourg,Luxembourg,Luxembourg,49.6106,6.1328
Sri Jayewardenepura Kotte,Sri Jayewardenepura Kotte,Sri Lanka,6.9,79.9164
Bridgetown,Bridgetown,Barbados,13.0975,-59.6167
Moroni,Moroni,Comoros,-11.7036,43.2536
Thimphu,Thimphu,Bhutan,27.4833,89.6333
Mbabane,Mbabane,Swaziland,-26.3208,31.1617
Nouméa,Noumea,New Caledonia,-22.2625,166.4443
Honiara,Honiara,Solomon Islands,-9.4333,159.95
Suva,Suva,Fiji,-18.1333,178.4333
Castries,Castries,Saint Lucia,14.0167,-60.9833
Cayenne,Cayenne,French Guiana,4.933,-52.33
São Tomé,Sao Tome,Sao Tome And Principe,0.3333,6.7333
Port-Vila,Port-Vila,Vanuatu,-17.7333,168.3167
Hamilton,Hamilton,Bermuda,32.2942,-64.7839
Bandar Seri Begawan,Bandar Seri Begawan,Brunei,4.9167,114.9167
Monaco,Monaco,Monaco,43.7396,7.4069
Gitega,Gitega,Burundi,-3.4264,29.9306
Port of Spain,Port of Spain,Trinidad And Tobago,10.6667,-61.5167
Apia,Apia,Samoa,-13.8333,-171.8333
Douglas,Douglas,Isle Of Man,54.15,-4.4819
Oranjestad,Oranjestad,Aruba,12.5186,-70.0358
Saint Helier,Saint Helier,Jersey,49.1833,-2.1167
Vaduz,Vaduz,Liechtenstein,47.1415,9.5215
Banjul,Banjul,"Gambia, The",13.4531,-16.5775
Mamoudzou,Mamoudzou,Mayotte,-12.7871,45.275
Majuro,Majuro,Marshall Islands,7.0918,171.3802
Tarawa,Tarawa,Kiribati,1.3382,173.0176
George Town,George Town,Cayman Islands,19.2866,-81.3744
Victoria,Victoria,Seychelles,-4.6236,55.4544
Kingstown,Kingstown,Saint Vincent And The Grenadines,13.1667,-61.2333
Saint John’s,Saint John's,Antigua And Barbuda,17.1211,-61.8447
Nuku‘alofa,Nuku`alofa,Tonga,-21.1347,-175.2083
Andorra la Vella,Andorra la Vella,Andorra,42.5,1.5
Nuuk,Nuuk,Greenland,64.175,-51.7333
Belmopan,Belmopan,Belize,17.25,-88.7675
Roseau,Roseau,Dominica,15.3,-61.3833
Basseterre,Basseterre,Saint Kitts And Nevis,17.2983,-62.7342
Tórshavn,Torshavn,Faroe Islands,62,-6.7833
Pago Pago,Pago Pago,American Samoa,-14.274,-170.7046
Valletta,Valletta,Malta,35.8978,14.5125
Gaza,Gaza,Gaza Strip,31.5069,34.456
Grand Turk,Grand Turk,Turks And Caicos Islands,21.4664,-71.136
Palikir,Palikir,"Micronesia, Federated States Of",6.9178,158.185
Funafuti,Funafuti,Tuvalu,-8.5167,179.2167
Lobamba,Lobamba,Swaziland,-26.4465,31.2064
Avarua,Avarua,Cook Islands,-21.207,-159.771
Saint George’s,Saint George's,Grenada,12.0444,-61.7417
San Marino,San Marino,San Marino,43.932,12.4484
Al Quds,Al Quds,West Bank,31.7764,35.2269
Capitol Hill,Capitol Hill,Northern Mariana Islands,15.2137,145.7546
Basse-Terre,Basse-Terre,Guadeloupe,16,-61.7167
Stanley,Stanley,Falkland Islands (Islas Malvinas),-51.7,-57.85
Vatican City,Vatican City,Vatican City,41.9,12.4478
Alofi,Alofi,Niue,-19.056,-169.921
Hagåtña,Hagta,Guam,13.4745,144.7504
Jamestown,Jamestown,"Saint Helena, Ascension, And Tristan Da Cunha",-15.9251,-5.7179
Marigot,Marigot,Saint Martin,18.0706,-63.0847
Philipsburg,Philipsburg,Sint Maarten,18.0256,-63.0492
Road Town,Road Town,"Virgin Islands, British",18.4167,-64.6167
Gustavia,Gustavia,Saint Barthelemy,17.8958,-62.8508
Saint-Pierre,Saint-Pierre,Saint Pierre And Miquelon,46.7811,-56.1764
The Valley,The Valley,Anguilla,18.2167,-63.05
Mata-Utu,Mata-Utu,Wallis And Futuna,-13.2825,-176.1736
Kingston,Kingston,Norfolk Island,-29.0569,167.9617
Ngerulmud,Ngerulmud,Palau,7.5006,134.6242
Tifariti,Tifariti,Morocco,26.0928,-10.6089
Tifariti,Tifariti,Western Sahara,26.0928,-10.6089
Longyearbyen,Longyearbyen,Svalbard,78.2167,15.6333
Adamstown,Adamstown,Pitcairn Islands,-25.0667,-130.0833
Flying Fish Cove,Flying Fish Cove,Christmas Island,-10.4167,105.7167
Bareilly,Bareilly,India,28.364,79.415
Quảng Hà,Quang Ha,Vietnam,16.06,108.25
Soacha,Soacha,Colombia,4.5781,-74.2144
Kitaku,Kitaku,Japan,33.8704,130.82
Jodhpur,Jodhpur,India,26.2918,73.0168
Xingcheng,Xingcheng,China,24.1681,115.6669
Dongtai,Dongtai,China,32.8534,120.3037
Yingcheng,Yingcheng,China,24.1878,113.4042
Al Manşūrah,Al Mansurah,Egypt,31.05,31.3833
Glasgow,Glasgow,United Kingdom,55.8609,-4.2514
Chiba,Chiba,Japan,35.6,140.1
Luocheng,Luocheng,China,22.7645,111.5745
Danyang,Danyang,China,31.9948,119.575
Natal,Natal,Brazil,-6.9838,-60.2699
Zhaodong,Zhaodong,China,46.0635,125.9773
Nada,Nada,China,19.5,109.5833
Xibeijie,Xibeijie,China,39.737,98.5049
Kirkuk,Kirkuk,Iraq,35.4667,44.4
Naples,Naples,Italy,40.8333,14.25
Wuchuan,Wuchuan,China,21.4283,110.7749
Huilong,Huilong,China,31.8131,121.6574
Oklahoma City,Oklahoma City,United States,35.4676,-97.5136
Toulouse,Toulouse,France,43.6045,1.444
Málaga,Malaga,Spain,36.7194,-4.42
Denizli,Denizli,Turkey,37.7731,29.0878
Dispur,Dispur,India,26.15,91.77
Coimbatore,Coimbatore,India,11,76.9667
Guwāhāti,Guwahati,India,26.1667,91.7667
Sŏngnam,Songnam,"Korea, South",37.4386,127.1378
Taishan,Taishan,China,22.2486,112.785
Solāpur,Solapur,India,17.6833,75.9167
Tangier,Tangier,Morocco,35.7767,-5.8039
Anqiu,Anqiu,China,36.3619,119.1072
Feicheng,Feicheng,China,36.186,116.772
Meishan,Meishan,China,34.1736,112.839
Kisangani,Kisangani,Congo (Kinshasa),0.5153,25.1911
Khartoum North,Khartoum North,Sudan,15.6333,32.6333
Aguascalientes,Aguascalientes,Mexico,21.876,-102.296
Marrakech,Marrakech,Morocco,31.6295,-7.9811
Donetsk,Donetsk,Ukraine,48.0089,37.8042
Taihecun,Taihecun,China,45.768,131.0063
Trujillo,Trujillo,Peru,-8.1119,-79.0289
Cebu City,Cebu City,Philippines,10.3,123.9
Taihe,Taihe,China,30.8706,105.3784
Bridgeport,Bridgeport,United States,41.1918,-73.1953
Antwerp,Antwerp,Belgium,51.2206,4.4003
Trichinopoly,Trichinopoly,India,10.8269,78.6928
Xin’an,Xin'an,China,34.3662,118.3369
Padang,Padang,Indonesia,-0.9556,100.3606
Qingzhou,Qingzhou,China,36.6967,118.4797
Buffalo,Buffalo,United States,42.9016,-78.8487
Lichuan,Lichuan,China,30.2965,108.9378
Daye,Daye,China,30.1003,114.9699
Fort Worth,Fort Worth,United States,32.7811,-97.3473
Hengzhou,Hengzhou,China,22.6896,109.2674
Campo Grande,Campo Grande,Brazil,-20.4686,-54.6222
Zhuanghe,Zhuanghe,China,39.6896,122.9664
Hartford,Hartford,United States,41.7661,-72.6834
Ad Dammām,Ad Dammam,Saudi Arabia,26.4333,50.1
Bucheon,Bucheon,"Korea, South",37.4989,126.7831
Lhasa,Lhasa,China,29.65,91.1
Homs,Homs,Syria,34.7333,36.7167
Jiaozhou,Jiaozhou,China,36.2481,119.9625
Mérida,Merida,Mexico,20.97,-89.62
Yangchun,Yangchun,China,22.1717,111.7846
Concepción,Concepcion,Chile,-36.82,-73.0445
Dengtalu,Dengtalu,China,36.08,114.35
Hubli,Hubli,India,15.36,75.125
Abeokuta,Abeokuta,Nigeria,7.15,3.35
Tucson,Tucson,United States,32.1545,-110.8782
Krasnodar,Krasnodar,Russia,45.0333,38.9833
Natal,Natal,Brazil,-5.795,-35.2089
Chihuahua,Chihuahua,Mexico,28.6353,-106.0889
Klang,Klang,Malaysia,3.0333,101.45
Turin,Turin,Italy,45.0667,7.7
Jos,Jos,Nigeria,9.9333,8.8833
Laiyang,Laiyang,China,36.9758,120.7136
Jalandhar,Jalandhar,India,31.3256,75.5792
Sale,Sale,Morocco,34.05,-6.8167
Marseille,Marseille,France,43.2964,5.37
Kaifeng Chengguanzhen,Kaifeng Chengguanzhen,China,34.85,114.35
Eskişehir,Eskisehir,Turkey,39.7767,30.5206
Gaomi,Gaomi,China,36.3833,119.75
Teresina,Teresina,Brazil,-5.0949,-42.8042
Ipoh,Ipoh,Malaysia,4.6,101.07
Hai’an,Hai'an,China,32.532,120.4604
Liverpool,Liverpool,United Kingdom,53.4,-2.9833
Zamboanga City,Zamboanga City,Philippines,6.9167,122.0833
Oran,Oran,Algeria,35.6969,-0.6331
Southampton,Southampton,United Kingdom,50.9,-1.4
Weichanglu,Weichanglu,China,37.1792,119.9333
Pekanbaru,Pekanbaru,Indonesia,0.5333,101.45
Portsmouth,Portsmouth,United Kingdom,50.8058,-1.0872
Leping,Leping,China,28.9632,117.1203
Kermānshāh,Kermanshah,Iran,34.3167,47.0686
Hailun,Hailun,China,47.4585,126.9632
Macheng,Macheng,China,31.1817,115.0189
Ilorin,Ilorin,Nigeria,8.5,4.55
Omaha,Omaha,United States,41.2627,-96.0522
Yuci,Yuci,China,37.6804,112.73
Saratov,Saratov,Russia,51.5333,46
São Bernardo do Campo,Sao Bernardo do Campo,Brazil,-23.6939,-46.565
Erbil,Erbil,Iraq,36.1911,44.0094
Iguaçu,Iguacu,Brazil,-22.74,-43.47
El Paso,El Paso,United States,31.8479,-106.4309
Denpasar,Denpasar,Indonesia,-8.6667,115.2167
Dehui,Dehui,China,44.5323,125.6965
Naucalpan de Juárez,Naucalpan de Juarez,Mexico,19.4753,-99.2378
Bhubaneshwar,Bhubaneshwar,India,20.2644,85.8281
Tongchuan,Tongchuan,China,34.9057,108.9422
Cheongju,Cheongju,"Korea, South",36.6372,127.4897
Warri,Warri,Nigeria,5.5167,5.75
Pointe-Noire,Pointe-Noire,Congo (Brazzaville),-4.7889,11.8653
Rongjiawan,Rongjiawan,China,29.1409,113.1087
Butterworth,Butterworth,Malaysia,5.3942,100.3664
Bhayandar,Bhayandar,India,19.3,72.85
San Luis Potosí,San Luis Potosi,Mexico,22.1511,-100.9761
Renqiu,Renqiu,China,38.7094,116.1008
João Pessoa,Joao Pessoa,Brazil,-7.12,-34.88
Toluca,Toluca,Mexico,19.2925,-99.6569
Honolulu,Honolulu,United States,21.3294,-157.846
Querétaro,Queretaro,Mexico,20.5875,-100.3928
Xindi,Xindi,China,29.8182,113.4653
Wu’an,Wu'an,China,36.6941,114.1847
Hermosillo,Hermosillo,Mexico,29.0989,-110.9542
Wutong,Wutong,China,30.6326,120.5474
Taguig City,Taguig City,Philippines,14.5167,121.05
Saltillo,Saltillo,Mexico,25.4333,-101
Gaoyou,Gaoyou,China,32.7847,119.4432
Hejian,Hejian,China,38.4451,116.0897
Yiyang,Yiyang,China,26.4103,112.3913
Puxi,Puxi,China,35.2125,114.735
Zijinglu,Zijinglu,China,34.7513,112.9854
Trabzon,Trabzon,Turkey,41.005,39.7225
Xiashi,Xiashi,China,30.5333,120.6833
Valencia,Valencia,Spain,39.47,-0.3764
Dongyang,Dongyang,China,29.2785,120.2282
McAllen,McAllen,United States,26.2273,-98.2471
Abaeté,Abaete,Brazil,-19.1583,-45.4522
Palermo,Palermo,Colombia,2.8883,-75.4339
Johor Bahru,Johor Bahru,Malaysia,1.4556,103.7611
Qingping,Qingping,China,34.538,113.3796
Morelia,Morelia,Mexico,19.7683,-101.1894
Niigata,Niigata,Japan,37.9161,139.0364
Pasig City,Pasig City,Philippines,14.575,121.0833
Morādābād,Moradabad,India,28.8418,78.7568
Hamamatsu,Hamamatsu,Japan,34.7167,137.7333
Culiacán,Culiacan,Mexico,24.8069,-107.3939
Xiangxiang,Xiangxiang,China,27.7389,112.5223
Malang,Malang,Indonesia,-7.98,112.62
Xingyi,Xingyi,China,25.091,104.9011
Chaohucun,Chaohucun,China,31.6783,117.7353
Fuyang,Fuyang,China,30.0533,119.9519
Antipolo,Antipolo,Philippines,14.5842,121.1763
Lubango,Lubango,Angola,-14.9167,13.5
Nottingham,Nottingham,United Kingdom,52.95,-1.15
Cencheng,Cencheng,China,22.9297,111.0186
Kraków,Krakow,Poland,50.0614,19.9372
Erzurum,Erzurum,Turkey,39.9097,41.2756
Hempstead,Hempstead,United States,40.6629,-73.6089
Al ‘Ayn,Al `Ayn,United Arab Emirates,24.2075,55.7447
Songzi,Songzi,China,30.1772,111.7732
Laixi,Laixi,China,36.8667,120.5333
Bahawalpur,Bahawalpur,Pakistan,29.3956,71.6722
Zhongba,Zhongba,China,31.7761,104.7406
Qingnian,Qingnian,China,36.8494,115.7061
Albuquerque,Albuquerque,United States,35.1053,-106.6464
Kaduna,Kaduna,Nigeria,10.5231,7.4403
Tlalnepantla,Tlalnepantla,Mexico,19.5367,-99.1947
Xinhualu,Xinhualu,China,34.3962,113.7249
Guangshui,Guangshui,China,31.6189,113.8229
Frankfurt,Frankfurt,Germany,50.1136,8.6797
Samarinda,Samarinda,Indonesia,-0.5022,117.1536
Changhua,Changhua,Taiwan,24.0667,120.5333
Pietermaritzburg,Pietermaritzburg,South Africa,-29.5833,30.4167
Hŭngnam,Hungnam,"Korea, North",39.8231,127.6232
Kolhāpur,Kolhapur,India,16.7,74.2333
Ciudad Guayana,Ciudad Guayana,Venezuela,8.3596,-62.6517
Cúcuta,Cucuta,Colombia,7.9075,-72.5047
Licheng,Licheng,China,31.4174,119.4786
Thiruvananthapuram,Thiruvananthapuram,India,8.5,76.8997
Tyumen,Tyumen,Russia,57.15,65.5333
Cancún,Cancun,Mexico,21.1606,-86.8475
Zaporizhzhia,Zaporizhzhia,Ukraine,47.8378,35.1383
Tlajomulco de Zúñiga,Tlajomulco de Zuniga,Mexico,20.4736,-103.4431
Chengguan,Chengguan,China,35.4599,113.7975
Kumamoto,Kumamoto,Japan,32.8031,130.7078
Nehe,Nehe,China,48.48,124.8738
Sokoto,Sokoto,Nigeria,13.0622,5.2339
Birmingham,Birmingham,United States,33.5277,-86.7987
Zunhua,Zunhua,China,40.1881,117.9593
Orūmīyeh,Orumiyeh,Iran,37.5486,45.0675
Oyo,Oyo,Nigeria,7.8333,3.9333
Wugang,Wugang,China,26.7345,110.6293
Shuangqiao,Shuangqiao,China,35.0833,112.5833
Rennes,Rennes,France,48.1147,-1.6794
Sizhan,Sizhan,China,39.0099,106.3694
